575,596,562,574,573,584,584,600,588,605,606,549,543,552,571,571,563,583,773,561,556,560,569,580,566,670,613,564,570,560,552,607,559,578,592,570,570,565,572,566,582
0.1279105,0.05687138,0.3814957,0.4934975,0.1389101,0.1617814,0.1078321,0.2098894,0.2086497,0.1883572,0.1381003,-0.07705429,0.1591288,0.06591208,0.1529419,-0.03387097,0.03896099,0.1268157,0.1006209,0.09691661,0.2031216,-0.1006713,0.1824355,0.2448315,0.1130797,0.1135505,0.03921536,0.101025,0.2755973,0.3134711,0.1068907,0.09083731,0.09410192,0.3379511,0.1501551,0.2452391,0.1775633,0.1193752,0.3360374,0.09464665,0.0999561
0.09242582,0.009976719,0.3217892,0.3790046,0.06269088,0.1090698,0.07863411,0.1637044,0.1350783,0.1439242,0.1090446,-0.1243479,0.1033513,0.01888749,0.1031272,-0.04950719,-0.009518773,0.09234904,0.02833217,0.07398186,0.1514285,-0.05950939,0.1348114,0.1809324,0.06899923,0.04993527,0.007358678,0.07309869,0.2295934,0.2509873,0.1336683,0.09084873,0.07196322,0.2607594,0.116587,0.2018259,0.145331,0.09423889,0.2660084,0.06965505,0.07541696
0.06702659,-0.001593107,0.2733595,0.2992196,0.007917922,0.0766134,0.05178124,0.1297882,0.08403913,0.09642814,0.08408299,-0.1539384,0.0879401,0.03337397,0.05964979,-0.08375607,-0.02071497,0.07756472,-0.005384205,0.04876988,0.1231865,-0.08557087,0.1119748,0.137523,0.03953416,0.02045384,-0.01759995,0.05688147,0.1916768,0.2144409,0.09455635,0.07117527,0.07062553,0.2362374,0.1208975,0.176656,0.1224375,0.09870419,0.226415,0.04539778,0.06844376
0.06253867,-0.02958617,0.2462218,0.2480714,-0.03281561,0.06953998,0.0319522,0.1010524,0.08149606,0.06782576,0.07352173,-0.1771402,0.08069044,-0.005772799,0.0797047,-0.1099393,-0.05068954,0.05980764,-0.02459454,0.03258218,0.09863762,-0.1073475,0.09244998,0.1161194,0.0499312,0.03807548,-0.03445291,0.1196962,0.1736727,0.1845001,0.06276614,0.05123868,0.06994368,0.2091319,0.09644179,0.1500713,0.100081,0.0757352,0.182872,0.02508402,0.06059041
0.04910322,-0.03650045,0.2176514,0.21273,0.002224914,0.06104332,0.02245191,0.07969101,0.04958241,0.056146,0.05984173,-0.1541745,0.04967424,0.02246952,0.04364454,-0.1058222,-0.0481509,0.03819072,-0.03519436,0.02736851,0.07782248,-0.1221066,0.07817644,0.1072505,0.02634935,0.004205787,-0.04504647,0.08739245,0.151269,0.1752746,0.04008032,0.07470328,0.04993426,0.1680327,0.07303123,0.143185,0.08069567,0.06401905,0.1622969,0.01444171,0.05286006
0.03978901,-0.05531263,0.2013701,0.1816947,-0.03352136,0.0441439,0.011463,0.06734174,0.04255368,0.03273817,0.05690518,-0.178892,0.05672829,-0.005923105,0.03434214,-0.09462503,-0.06682279,0.03702381,-0.04096083,0.02319654,0.06002954,-0.1321369,0.06711125,0.09935044,0.01499245,-0.02079489,-0.05277093,0.06227191,0.1358825,0.1472993,0.02930868,0.05618528,0.02991761,0.1793216,0.05810116,0.123102,0.08249308,0.0636033,0.1560347,0.000864909,0.04165464
0.03403661,-0.05729721,0.1805797,0.1695296,-0.05890106,0.034051,0.0008687419,0.04731745,0.04001395,0.04114651,0.04623,-0.1969348,0.05469713,-0.02634457,0.05760469,-0.1119394,-0.07989615,0.03899748,-0.05469399,0.01051941,0.04935057,-0.08973449,0.06333589,0.08832732,0.01876635,0.01228389,-0.05232231,0.05105468,0.1196698,0.1298799,0.07022641,0.03554189,0.0172651,0.1474854,0.04950701,0.112335,0.06844556,0.05965692,0.1389883,-0.00845211,0.04470919
0.03533083,-0.07930025,0.1707186,0.1459719,-0.03223878,0.03708995,-0.0126049,0.04212006,0.02280971,0.02207108,0.04363306,-0.2107121,0.05839379,-0.006143577,0.02848053,-0.1061229,-0.07209502,0.01969969,-0.05817733,0.005868917,0.04330843,-0.1073571,0.05285167,0.08814627,0.0188499,-0.01550947,-0.05647711,0.09757718,0.1125035,0.1228419,0.04683695,0.02984279,0.05276671,0.1218766,0.07558361,0.1111701,0.06273429,0.05235782,0.1149891,-0.007102612,0.03810894
0.03043212,-0.0715658,0.1594131,0.1383074,-0.03720675,0.03097818,-0.01321295,0.03699399,0.034401,0.03332959,0.04320728,-0.2151654,0.04175289,-0.02318178,0.05463729,-0.1205654,-0.08607414,0.02748516,-0.05655906,0.009774523,0.0413641,-0.1202036,0.05355209,0.08571315,0.01598775,-0.03819872,-0.04606406,0.07852551,0.1011726,0.1125909,0.02454357,0.04215109,0.03030942,0.1420396,0.05671957,0.09767359,0.05863982,0.06323204,0.09510651,-0.01623124,0.0311485
